Ticket_ID,Ticket_Date,Department,Issue_Type,Channel,Location,Priority,Status,Agent,Resolution_Hours,SLA_Hours,SLA_Breach,CSAT,Root_Cause,Business_Impact,Users_Affected,AI_Priority_Score,AI_Predicted_Priority,AI_Confidence
379,2025-07-13 00:00:00,IT Support,Hardware Failure,Teams,Mumbai,Medium,Resolved,Agent_15,6.3,24,0,5,Hardware,Low,46,55.3,High,0.66
380,2026-05-12 00:00:00,Finance,Endpoint Performance,Teams,Indore,Low,In Progress,Agent_04,4.5,48,0,4,Network Congestion,High,9,39.6,Medium,0.68
381,2026-05-09 00:00:00,Operations,Hardware Failure,Teams,Bhopal,Low,Closed,Agent_07,5.3,48,0,4,Software Bug,Low,16,19.4,Low,0.95
382,2025-08-05 00:00:00,HR,Wi-Fi Issue,Email,Bengaluru,High,Resolved,Agent_13,2.4,8,0,3,Unknown,Medium,26,69.8,High,0.82
383,2025-12-20 00:00:00,Sales,Security Alert,Teams,Pune,Medium,Resolved,Agent_04,2.3,24,0,3,Configuration,High,10,72.3,High,0.73
384,2025-07-20 00:00:00,IT Support,Endpoint Performance,Teams,Gurugram,Medium,In Progress,Agent_03,6.8,24,0,3,User Error,Low,11,40.6,Medium,0.75
385,2026-05-17 00:00:00,HR,Email Issue,Phone,Gurugram,High,Escalated,Agent_04,4.7,8,0,5,Security Policy,Low,47,71.1,High,0.81
386,2026-03-21 00:00:00,Cybersecurity,Security Alert,Portal,Indore,High,Escalated,Agent_15,2.2,8,0,4,Configuration,High,27,90.9,Critical,0.99
387,2025-11-19 00:00:00,Cybersecurity,Security Alert,Portal,Delhi,Critical,Closed,Agent_03,6.6,4,1,2,Unknown,High,66,100,Critical,0.99
388,2025-11-20 00:00:00,Network Operations,Network Connectivity,Email,Indore,High,Resolved,Agent_01,2.5,8,0,4,Access Control,High,21,81.5,Critical,0.91
389,2025-09-30 00:00:00,HR,Cloud Access,Portal,Pune,High,Resolved,Agent_03,10.5,8,1,3,Hardware,Low,9,67.5,High,0.8
390,2026-06-19 00:00:00,Sales,VPN Access,Email,Pune,High,Escalated,Agent_02,1.8,8,0,5,Access Control,Medium,29,70.9,High,0.87
391,2026-05-18 00:00:00,Sales,Endpoint Performance,Portal,Indore,High,Closed,Agent_11,1.9,8,0,4,Access Control,High,26,74.2,High,0.86
392,2026-04-14 00:00:00,Sales,Password Reset,Portal,Mumbai,Medium,Resolved,Agent_05,13.7,24,0,4,Network Congestion,Medium,24,50.3,Medium,0.65
393,2026-01-31 00:00:00,Cybersecurity,Password Reset,Email,Mumbai,High,Closed,Agent_03,4.4,8,0,4,Access Control,High,12,81.4,Critical,0.89
394,2026-06-07 00:00:00,HR,Cloud Access,Email,Bengaluru,Low,Escalated,Agent_04,8.7,48,0,3,Access Control,Low,7,17.3,Low,0.92
395,2025-08-20 00:00:00,Cybersecurity,Security Alert,Email,Delhi,High,Escalated,Agent_08,3.1,8,0,4,Configuration,High,18,99.4,Critical,0.99
396,2025-11-30 00:00:00,HR,Endpoint Performance,Portal,Mumbai,Low,Resolved,Agent_12,2.7,48,0,4,Configuration,Low,12,20.8,Low,0.99
397,2026-01-02 00:00:00,Operations,Network Connectivity,Teams,Mumbai,Medium,Resolved,Agent_08,9.6,24,0,5,Security Policy,Medium,5,43.8,Medium,0.72
398,2025-09-01 00:00:00,Operations,Security Alert,Email,Delhi,High,In Progress,Agent_11,7.6,8,0,3,Software Bug,High,31,96.3,Critical,0.99
399,2026-01-06 00:00:00,Engineering,Password Reset,Email,Delhi,High,Resolved,Agent_05,5.3,8,0,5,User Error,Low,20,66.1,High,0.75
400,2025-11-02 00:00:00,Sales,VPN Access,Portal,Bengaluru,Medium,Resolved,Agent_15,2.5,24,0,4,User Error,High,5,60,High,0.77
401,2025-11-27 00:00:00,Engineering,Security Alert,Email,Bengaluru,Critical,Resolved,Agent_03,2.8,4,0,3,Configuration,High,84,100,Critical,0.99
402,2026-05-10 00:00:00,Sales,VPN Access,Portal,Indore,Medium,In Progress,Agent_15,7,24,0,4,Network Congestion,High,1,64.3,High,0.76
403,2025-08-27 00:00:00,Finance,Endpoint Performance,Portal,Bhopal,Low,In Progress,Agent_14,9.1,48,0,3,Unknown,High,2,45.9,Medium,0.75
404,2026-06-07 00:00:00,IT Support,Password Reset,Phone,Bhopal,Medium,Resolved,Agent_11,26,24,1,3,Unknown,High,2,55.6,High,0.73
405,2026-05-01 00:00:00,Network Operations,Email Issue,Email,Indore,Low,Resolved,Agent_08,35.9,48,0,4,User Error,Low,1,22.9,Low,0.87
406,2025-12-27 00:00:00,Operations,Endpoint Performance,Teams,Bengaluru,High,Resolved,Agent_09,6.7,8,0,5,Security Policy,Low,30,63.7,High,0.76
407,2025-12-17 00:00:00,Sales,Password Reset,Teams,Pune,Low,Resolved,Agent_08,6.7,48,0,5,Unknown,Medium,8,34.8,Low,0.74
408,2026-05-22 00:00:00,HR,Endpoint Performance,Phone,Gurugram,Low,Escalated,Agent_02,2.6,48,0,5,User Error,High,7,37.5,Medium,0.74
409,2026-03-28 00:00:00,Operations,Security Alert,Portal,Gurugram,Low,Closed,Agent_07,10.7,48,0,4,Unknown,High,3,48.4,Medium,0.65
410,2025-08-23 00:00:00,HR,Cloud Access,Teams,Pune,Low,Escalated,Agent_09,8.9,48,0,4,Hardware,Low,8,27.1,Low,0.91
411,2025-10-09 00:00:00,Engineering,VPN Access,Portal,Indore,Critical,Resolved,Agent_07,5.3,4,1,5,User Error,Low,33,81.9,Critical,0.99
412,2026-03-21 00:00:00,HR,Application Error,Portal,Delhi,Medium,Resolved,Agent_15,8.9,24,0,5,User Error,High,8,58,High,0.79
413,2025-08-22 00:00:00,Operations,VPN Access,Teams,Gurugram,Medium,Resolved,Agent_08,7.6,24,0,4,Configuration,High,11,60,High,0.74
414,2025-08-29 00:00:00,Operations,Cloud Access,Email,Bengaluru,Low,In Progress,Agent_10,1.7,48,0,5,User Error,High,22,49.8,Medium,0.69
415,2025-10-16 00:00:00,Network Operations,VPN Access,Phone,Delhi,High,Resolved,Agent_07,2.1,8,0,4,Unknown,Medium,26,70.3,High,0.8
416,2025-07-05 00:00:00,Engineering,Cloud Access,Email,Indore,Medium,Resolved,Agent_10,7.1,24,0,4,Security Policy,High,10,58,High,0.73
417,2025-10-11 00:00:00,Operations,Network Connectivity,Phone,Mumbai,Medium,Escalated,Agent_15,11.7,24,0,5,Network Congestion,Medium,7,42.1,Medium,0.78
418,2026-01-12 00:00:00,IT Support,Security Alert,Phone,Delhi,High,Resolved,Agent_14,6.6,8,0,4,User Error,Medium,33,77.4,Critical,0.99
419,2026-03-19 00:00:00,Cybersecurity,Email Issue,Phone,Mumbai,Medium,Resolved,Agent_12,7.9,24,0,4,Security Policy,Medium,3,42.7,Medium,0.72
420,2026-06-30 00:00:00,Network Operations,Cloud Access,Portal,Bengaluru,Medium,Closed,Agent_08,6.3,24,0,4,Access Control,High,2,56.3,High,0.61
421,2026-06-15 00:00:00,Cybersecurity,Network Connectivity,Email,Pune,High,Closed,Agent_14,3.4,8,0,4,Configuration,Low,47,60.7,High,0.83
422,2025-08-16 00:00:00,HR,Password Reset,Portal,Delhi,Low,Resolved,Agent_01,15,48,0,5,Access Control,Medium,2,30.6,Low,0.83
423,2026-06-20 00:00:00,Finance,Email Issue,Phone,Delhi,Medium,Closed,Agent_15,7.3,24,0,4,User Error,High,5,63.8,High,0.86
424,2026-05-07 00:00:00,HR,Network Connectivity,Phone,Bengaluru,High,Resolved,Agent_09,4,8,0,4,Access Control,Medium,26,62.1,High,0.78
425,2026-05-04 00:00:00,Cybersecurity,Security Alert,Phone,Mumbai,High,Resolved,Agent_07,1.6,8,0,4,Configuration,Medium,23,88.1,Critical,0.99
426,2025-11-21 00:00:00,HR,Password Reset,Portal,Mumbai,Medium,Resolved,Agent_11,9.2,24,0,4,Security Policy,Medium,8,49.2,Medium,0.7
427,2026-03-26 00:00:00,IT Support,Wi-Fi Issue,Email,Bengaluru,High,Escalated,Agent_13,2.3,8,0,3,Configuration,Low,28,65.5,High,0.81
428,2025-11-01 00:00:00,Finance,Email Issue,Phone,Mumbai,Critical,Escalated,Agent_15,3.4,4,0,5,Security Policy,Medium,89,100,Critical,0.99
429,2025-10-14 00:00:00,Engineering,Security Alert,Phone,Indore,High,Escalated,Agent_07,12.6,8,1,3,User Error,High,37,98.4,Critical,0.99
430,2025-12-05 00:00:00,Sales,Network Connectivity,Phone,Pune,High,Closed,Agent_05,8.8,8,1,4,Access Control,Low,25,66.9,High,0.73
431,2025-11-24 00:00:00,Finance,Endpoint Performance,Phone,Indore,Low,Resolved,Agent_13,17.3,48,0,4,Security Policy,Low,9,17.5,Low,0.99
432,2025-11-22 00:00:00,Cybersecurity,Security Alert,Email,Mumbai,High,Resolved,Agent_07,4.1,8,0,5,Security Policy,Medium,43,76.8,Critical,0.87
433,2025-10-28 00:00:00,HR,Network Connectivity,Phone,Mumbai,High,Escalated,Agent_13,1,8,0,3,Unknown,High,32,80.1,Critical,0.92
434,2026-05-15 00:00:00,Finance,Security Alert,Portal,Delhi,High,In Progress,Agent_02,2.2,8,0,4,Unknown,Low,20,76.4,Critical,0.92
435,2026-04-01 00:00:00,Finance,Password Reset,Portal,Mumbai,High,Escalated,Agent_06,11.1,8,1,4,Software Bug,Low,20,60.4,High,0.71
436,2025-09-30 00:00:00,Operations,Endpoint Performance,Phone,Pune,Medium,Resolved,Agent_14,2.6,24,0,5,User Error,Medium,29,50.1,Medium,0.64
437,2025-08-27 00:00:00,IT Support,Hardware Failure,Email,Bengaluru,High,In Progress,Agent_07,4.7,8,0,5,Network Congestion,Low,49,58.2,High,0.63
438,2026-06-11 00:00:00,IT Support,Application Error,Portal,Indore,Critical,Resolved,Agent_15,3,4,0,3,Unknown,Medium,101,100,Critical,0.99
439,2026-02-14 00:00:00,Sales,Password Reset,Portal,Delhi,Low,Resolved,Agent_03,6.9,48,0,5,Access Control,High,13,34.5,Low,0.76
440,2025-10-25 00:00:00,IT Support,Network Connectivity,Teams,Pune,Medium,Resolved,Agent_13,1.3,24,0,4,Hardware,High,24,62.9,High,0.75
441,2026-05-14 00:00:00,Network Operations,Hardware Failure,Portal,Gurugram,Medium,Closed,Agent_07,1.4,24,0,5,Unknown,Medium,2,52.6,Medium,0.66
442,2026-04-05 00:00:00,IT Support,Application Error,Email,Gurugram,Low,Resolved,Agent_15,8.8,48,0,4,Access Control,Low,7,28.9,Low,0.85
443,2025-11-04 00:00:00,HR,Wi-Fi Issue,Email,Mumbai,Low,Escalated,Agent_04,6.7,48,0,3,Access Control,Low,9,12.4,Low,0.99
444,2025-11-06 00:00:00,Cybersecurity,Endpoint Performance,Email,Bengaluru,Medium,Resolved,Agent_02,11.2,24,0,4,Configuration,Low,9,39.9,Medium,0.75
445,2025-08-27 00:00:00,Finance,Endpoint Performance,Teams,Mumbai,Medium,In Progress,Agent_07,4.8,24,0,4,Hardware,Medium,12,52.3,Medium,0.71
446,2025-10-30 00:00:00,Engineering,Security Alert,Phone,Delhi,Medium,Closed,Agent_04,4.4,24,0,5,Software Bug,Low,3,51.1,Medium,0.7
447,2025-07-01 00:00:00,HR,Password Reset,Email,Gurugram,Medium,Resolved,Agent_12,1.2,24,0,5,Configuration,Medium,5,45.5,Medium,0.68
448,2026-02-24 00:00:00,Finance,Application Error,Email,Gurugram,Critical,Escalated,Agent_01,2.5,4,0,5,User Error,Low,83,87.4,Critical,0.99
449,2026-04-16 00:00:00,Engineering,Application Error,Teams,Bhopal,Medium,Closed,Agent_03,1,24,0,5,Software Bug,High,4,69.8,High,0.88
450,2025-10-04 00:00:00,Finance,Network Connectivity,Teams,Mumbai,Medium,In Progress,Agent_10,6.3,24,0,5,Hardware,Medium,15,45.2,Medium,0.72
451,2025-11-03 00:00:00,Network Operations,Application Error,Email,Pune,Low,Resolved,Agent_04,9.4,48,0,4,Software Bug,Medium,7,26.3,Low,0.84
452,2025-10-26 00:00:00,HR,Endpoint Performance,Phone,Mumbai,Medium,Resolved,Agent_09,9.6,24,0,5,Unknown,Low,5,49.5,Medium,0.6
453,2025-08-17 00:00:00,Engineering,Email Issue,Phone,Indore,Low,Escalated,Agent_15,6.3,48,0,4,User Error,Low,13,21.8,Low,0.93
454,2025-09-27 00:00:00,Engineering,Cloud Access,Portal,Bhopal,High,Resolved,Agent_02,1.7,8,0,4,Network Congestion,High,34,84.1,Critical,0.92
455,2026-02-22 00:00:00,Engineering,Email Issue,Phone,Pune,Medium,Resolved,Agent_14,5.1,24,0,4,Configuration,Low,36,39.4,Medium,0.81
456,2026-03-29 00:00:00,Sales,Endpoint Performance,Phone,Bengaluru,High,Resolved,Agent_14,5.7,8,0,4,Hardware,Low,14,61.3,High,0.85
457,2026-01-05 00:00:00,Sales,Password Reset,Phone,Bengaluru,Critical,Resolved,Agent_06,6.2,4,1,4,Access Control,High,36,100,Critical,0.99
458,2026-01-08 00:00:00,Network Operations,Password Reset,Teams,Bengaluru,Critical,Resolved,Agent_13,6.3,4,1,3,Security Policy,Medium,119,100,Critical,0.99
459,2025-09-07 00:00:00,Network Operations,Password Reset,Portal,Mumbai,High,Resolved,Agent_15,2.4,8,0,4,Unknown,Low,20,71.8,High,0.86
460,2026-04-04 00:00:00,Engineering,Cloud Access,Portal,Gurugram,Medium,Resolved,Agent_01,2.7,24,0,5,Hardware,High,4,62.2,High,0.85
461,2026-06-14 00:00:00,Engineering,Hardware Failure,Email,Bengaluru,Medium,Resolved,Agent_11,5.8,24,0,5,Access Control,Medium,4,51.3,Medium,0.61
462,2026-03-04 00:00:00,HR,Network Connectivity,Phone,Gurugram,High,Escalated,Agent_07,2.3,8,0,4,Software Bug,High,22,77.7,Critical,0.93
463,2025-09-14 00:00:00,Sales,Hardware Failure,Teams,Indore,High,In Progress,Agent_01,1.6,8,0,5,Hardware,High,9,77.2,Critical,0.87
464,2025-12-01 00:00:00,Engineering,Wi-Fi Issue,Teams,Delhi,Low,Closed,Agent_04,8.6,48,0,5,Access Control,Medium,7,29.7,Low,0.83
465,2025-11-21 00:00:00,IT Support,Endpoint Performance,Portal,Gurugram,Medium,Closed,Agent_02,4.2,24,0,4,Unknown,Low,7,42.4,Medium,0.71
466,2025-09-24 00:00:00,Engineering,Hardware Failure,Email,Delhi,Medium,Resolved,Agent_08,4,24,0,4,Configuration,Low,4,36,Medium,0.86
467,2026-01-01 00:00:00,Operations,VPN Access,Teams,Bhopal,High,Resolved,Agent_10,3.1,8,0,4,Network Congestion,Low,38,55.6,High,0.72
468,2026-04-11 00:00:00,HR,Wi-Fi Issue,Teams,Pune,Medium,Resolved,Agent_14,2.8,24,0,5,Unknown,Low,12,33.8,Low,0.85
469,2026-02-05 00:00:00,Engineering,Security Alert,Phone,Mumbai,High,Resolved,Agent_01,2,8,0,3,Access Control,High,24,93,Critical,0.99
470,2025-09-07 00:00:00,Finance,Security Alert,Phone,Mumbai,Medium,Resolved,Agent_03,1,24,0,4,Security Policy,Medium,9,62.1,High,0.79
471,2025-08-16 00:00:00,Finance,VPN Access,Portal,Indore,Medium,Closed,Agent_08,12.6,24,0,5,Software Bug,Low,7,41,Medium,0.8
472,2025-10-02 00:00:00,Network Operations,Security Alert,Teams,Bhopal,Critical,Escalated,Agent_13,1,4,0,4,Unknown,High,50,100,Critical,0.99
473,2026-02-23 00:00:00,Cybersecurity,Hardware Failure,Teams,Bhopal,Medium,Resolved,Agent_15,10.7,24,0,3,Security Policy,High,19,63.1,High,0.78
474,2026-01-20 00:00:00,Engineering,Cloud Access,Portal,Mumbai,Medium,Escalated,Agent_02,7.1,24,0,4,Security Policy,Low,14,43.4,Medium,0.67
475,2026-02-03 00:00:00,Sales,Cloud Access,Teams,Bengaluru,Critical,Escalated,Agent_07,1.8,4,0,4,Access Control,Low,57,81.5,Critical,0.99
476,2026-06-06 00:00:00,Engineering,Endpoint Performance,Portal,Indore,Medium,Escalated,Agent_09,7.4,24,0,5,Network Congestion,High,12,58.4,High,0.7
477,2025-08-08 00:00:00,Sales,Wi-Fi Issue,Portal,Indore,Medium,Escalated,Agent_11,12.2,24,0,4,Access Control,Medium,6,44.2,Medium,0.7
478,2025-10-08 00:00:00,Cybersecurity,Password Reset,Phone,Mumbai,Low,Resolved,Agent_08,11.9,48,0,4,Security Policy,High,23,38.9,Medium,0.74
479,2026-04-15 00:00:00,Finance,Wi-Fi Issue,Teams,Delhi,Low,Resolved,Agent_07,17,48,0,3,Hardware,Low,9,20,Low,0.97
480,2026-03-11 00:00:00,IT Support,Network Connectivity,Portal,Pune,High,Resolved,Agent_05,6.1,8,0,4,Hardware,Medium,38,78.7,Critical,0.99
481,2026-02-07 00:00:00,Finance,Network Connectivity,Portal,Delhi,High,Resolved,Agent_10,3.4,8,0,5,Software Bug,Medium,18,66.4,High,0.96
482,2026-06-22 00:00:00,Operations,Wi-Fi Issue,Portal,Gurugram,High,Escalated,Agent_11,1.9,8,0,4,Configuration,Medium,39,74.9,High,0.89
483,2025-07-23 00:00:00,Operations,Application Error,Teams,Delhi,Critical,Resolved,Agent_01,1.8,4,0,4,Network Congestion,High,31,97.8,Critical,0.99
484,2026-03-07 00:00:00,Engineering,Email Issue,Portal,Mumbai,High,Escalated,Agent_10,3.6,8,0,4,Software Bug,Medium,37,73.7,High,0.86
485,2025-07-10 00:00:00,Finance,Email Issue,Teams,Indore,Critical,Resolved,Agent_12,1.8,4,0,5,User Error,Low,47,86.5,Critical,0.99
486,2026-03-03 00:00:00,IT Support,Application Error,Teams,Pune,Medium,Resolved,Agent_10,17.7,24,0,5,Network Congestion,Low,6,43.4,Medium,0.76
487,2026-05-21 00:00:00,Sales,Network Connectivity,Teams,Mumbai,Critical,Resolved,Agent_10,1,4,0,5,Configuration,Low,68,78.5,Critical,0.9
488,2025-10-08 00:00:00,Finance,Cloud Access,Teams,Delhi,Medium,Resolved,Agent_13,3.4,24,0,4,Access Control,Low,4,34.5,Low,0.79
489,2026-04-16 00:00:00,HR,Wi-Fi Issue,Portal,Gurugram,Low,In Progress,Agent_07,5.1,48,0,5,Security Policy,Low,4,25.3,Low,0.91
490,2025-12-27 00:00:00,Sales,VPN Access,Portal,Indore,High,Resolved,Agent_04,3.9,8,0,4,Unknown,Medium,24,62.5,High,0.76
491,2026-02-08 00:00:00,IT Support,Wi-Fi Issue,Email,Mumbai,Medium,Resolved,Agent_10,5,24,0,4,Software Bug,High,8,55.9,High,0.59
492,2026-03-07 00:00:00,Sales,Network Connectivity,Teams,Delhi,Critical,Closed,Agent_12,5.2,4,1,3,Network Congestion,Medium,90,94.4,Critical,0.99
493,2025-11-24 00:00:00,Sales,Network Connectivity,Teams,Bengaluru,Low,Escalated,Agent_06,15.4,48,0,4,User Error,Low,13,17.4,Low,0.99
494,2025-10-04 00:00:00,Cybersecurity,VPN Access,Email,Mumbai,Low,Escalated,Agent_13,5.6,48,0,5,Software Bug,High,19,30.6,Low,0.9
495,2026-03-14 00:00:00,Network Operations,Application Error,Portal,Gurugram,High,Escalated,Agent_14,4,8,0,5,User Error,Medium,92,83.2,Critical,0.95
496,2026-05-21 00:00:00,IT Support,Password Reset,Teams,Mumbai,Medium,Resolved,Agent_01,11.9,24,0,5,Hardware,Low,4,44.3,Medium,0.66
497,2025-07-04 00:00:00,Network Operations,Endpoint Performance,Portal,Pune,Medium,Closed,Agent_07,14.2,24,0,4,Security Policy,High,7,54,Medium,0.73
498,2025-07-16 00:00:00,IT Support,Security Alert,Teams,Mumbai,Medium,Resolved,Agent_12,8.2,24,0,4,User Error,High,15,70.7,High,0.9
499,2026-04-06 00:00:00,IT Support,Cloud Access,Email,Pune,High,Resolved,Agent_11,1.1,8,0,5,Network Congestion,Medium,37,77.2,Critical,0.95
500,2026-06-01 00:00:00,Network Operations,Cloud Access,Phone,Delhi,High,Closed,Agent_01,5.3,8,0,5,Unknown,Medium,35,69.7,High,0.88
501,2026-03-04 00:00:00,HR,Password Reset,Portal,Mumbai,Medium,In Progress,Agent_11,1,24,0,4,Hardware,Medium,10,54.3,Medium,0.68
502,2026-03-15 00:00:00,Sales,Endpoint Performance,Email,Gurugram,High,Resolved,Agent_01,5,8,0,3,Security Policy,Low,17,61.4,High,0.77
503,2025-12-07 00:00:00,Network Operations,Wi-Fi Issue,Phone,Indore,High,Escalated,Agent_07,1.5,8,0,4,Hardware,Medium,19,67.2,High,0.76
504,2026-06-05 00:00:00,Cybersecurity,Password Reset,Portal,Gurugram,High,Resolved,Agent_11,5.5,8,0,4,Configuration,Low,20,70.9,High,0.84
505,2025-11-29 00:00:00,Engineering,Wi-Fi Issue,Email,Pune,Medium,Resolved,Agent_04,13,24,0,5,Unknown,Low,12,42.6,Medium,0.75
506,2025-12-25 00:00:00,Sales,Security Alert,Portal,Mumbai,High,Resolved,Agent_02,1.8,8,0,3,Software Bug,Medium,32,80.4,Critical,0.92
507,2025-12-10 00:00:00,Engineering,Security Alert,Teams,Pune,High,Resolved,Agent_03,5.7,8,0,3,Access Control,High,31,95,Critical,0.99
508,2025-08-02 00:00:00,Operations,Security Alert,Portal,Bhopal,Medium,Resolved,Agent_12,7.1,24,0,5,Security Policy,High,40,71.5,High,0.82
509,2025-12-26 00:00:00,Sales,Endpoint Performance,Portal,Mumbai,High,Closed,Agent_06,6.5,8,0,5,Network Congestion,Medium,37,81.2,Critical,0.91
510,2025-10-09 00:00:00,Network Operations,Hardware Failure,Portal,Mumbai,Medium,Resolved,Agent_15,5.5,24,0,4,Software Bug,Low,5,37.8,Medium,0.82
511,2026-03-25 00:00:00,Network Operations,Endpoint Performance,Email,Bhopal,High,Escalated,Agent_10,8.6,8,1,3,Security Policy,Low,28,69.8,High,0.85
512,2026-05-19 00:00:00,HR,Cloud Access,Email,Gurugram,Medium,In Progress,Agent_11,28.1,24,1,3,Hardware,Medium,27,50.6,Medium,0.73
513,2025-09-03 00:00:00,Operations,Security Alert,Portal,Delhi,High,Resolved,Agent_09,10.4,8,1,4,User Error,Low,29,81.2,Critical,0.99
514,2025-12-15 00:00:00,Sales,Application Error,Email,Mumbai,Medium,In Progress,Agent_03,22,24,0,5,Hardware,High,20,62.5,High,0.8
515,2026-05-26 00:00:00,Cybersecurity,Hardware Failure,Portal,Gurugram,High,Escalated,Agent_12,13.6,8,1,4,Unknown,Low,36,68.2,High,0.93
516,2025-08-12 00:00:00,IT Support,Security Alert,Portal,Delhi,High,Resolved,Agent_04,4.6,8,0,5,Configuration,Medium,31,91.6,Critical,0.99
517,2025-08-13 00:00:00,Sales,Email Issue,Teams,Bengaluru,High,Resolved,Agent_06,1.1,8,0,4,User Error,Low,26,56.5,High,0.7
518,2026-04-11 00:00:00,Finance,Wi-Fi Issue,Phone,Gurugram,Medium,Resolved,Agent_11,3.6,24,0,4,Security Policy,Medium,12,53,Medium,0.64
519,2025-07-12 00:00:00,Network Operations,Security Alert,Phone,Bengaluru,Critical,Resolved,Agent_06,2.1,4,0,3,Access Control,High,81,100,Critical,0.99
520,2025-10-03 00:00:00,Engineering,Hardware Failure,Email,Gurugram,High,Closed,Agent_02,3.2,8,0,5,Network Congestion,Low,18,67.5,High,0.83
521,2026-04-28 00:00:00,Cybersecurity,Email Issue,Portal,Indore,Medium,Escalated,Agent_11,2.8,24,0,4,Software Bug,Low,15,33.1,Low,0.8
522,2026-03-10 00:00:00,Sales,Application Error,Email,Bengaluru,Medium,Closed,Agent_10,2.9,24,0,5,Hardware,Low,10,40.4,Medium,0.88
523,2026-02-27 00:00:00,IT Support,Application Error,Portal,Bhopal,Low,In Progress,Agent_03,8.8,48,0,4,Configuration,Low,7,13.3,Low,0.99
524,2025-08-04 00:00:00,Cybersecurity,Cloud Access,Email,Indore,Medium,Resolved,Agent_07,22.7,24,0,4,Configuration,High,19,62.4,High,0.68
525,2026-01-31 00:00:00,Network Operations,Endpoint Performance,Portal,Bengaluru,Medium,Closed,Agent_03,9.5,24,0,5,Software Bug,Medium,4,51,Medium,0.68
526,2026-06-02 00:00:00,Cybersecurity,Application Error,Portal,Gurugram,Medium,Resolved,Agent_12,1.2,24,0,5,Access Control,Low,6,40.5,Medium,0.74
527,2025-09-28 00:00:00,Network Operations,Hardware Failure,Portal,Bengaluru,Medium,Resolved,Agent_04,4,24,0,5,Security Policy,Low,5,51.1,Medium,0.65
528,2026-03-21 00:00:00,Network Operations,Password Reset,Portal,Bengaluru,High,In Progress,Agent_09,3.2,8,0,4,User Error,Low,36,64.2,High,0.75
529,2025-10-01 00:00:00,Engineering,VPN Access,Portal,Gurugram,High,Resolved,Agent_07,3.4,8,0,5,Security Policy,High,28,78.3,Critical,0.98
530,2025-09-28 00:00:00,IT Support,Security Alert,Teams,Indore,Critical,Closed,Agent_10,2.6,4,0,5,User Error,Medium,84,100,Critical,0.99
531,2025-10-23 00:00:00,Cybersecurity,Application Error,Phone,Bengaluru,High,Resolved,Agent_15,5.7,8,0,4,Security Policy,Medium,32,66.5,High,0.74
532,2025-10-13 00:00:00,HR,Endpoint Performance,Email,Mumbai,High,Resolved,Agent_02,5.7,8,0,4,Configuration,High,29,85.1,Critical,0.99
533,2026-01-12 00:00:00,HR,Application Error,Phone,Bengaluru,Medium,Resolved,Agent_11,9.2,24,0,4,Network Congestion,Medium,7,45.6,Medium,0.88
534,2026-05-10 00:00:00,Operations,Endpoint Performance,Phone,Gurugram,Medium,Escalated,Agent_13,8.7,24,0,5,Software Bug,Medium,10,42.5,Medium,0.66
535,2025-10-22 00:00:00,Engineering,Application Error,Portal,Pune,Medium,Closed,Agent_05,8.9,24,0,4,Access Control,Medium,5,42.8,Medium,0.77
536,2025-09-13 00:00:00,Cybersecurity,Application Error,Email,Mumbai,Medium,Escalated,Agent_02,9.9,24,0,5,Software Bug,Low,10,32,Low,0.86
537,2026-02-02 00:00:00,Operations,Wi-Fi Issue,Phone,Delhi,Medium,Escalated,Agent_12,9.6,24,0,4,Configuration,High,10,53.8,Medium,0.64
538,2026-04-03 00:00:00,Operations,Password Reset,Email,Delhi,Low,Resolved,Agent_15,3.6,48,0,5,Security Policy,Medium,22,31.3,Low,0.84
539,2026-03-06 00:00:00,Network Operations,VPN Access,Phone,Indore,Medium,In Progress,Agent_12,5.8,24,0,4,Security Policy,Low,8,43.7,Medium,0.67
540,2025-12-11 00:00:00,Finance,Application Error,Email,Delhi,High,Escalated,Agent_01,6.3,8,0,4,Software Bug,Medium,24,73.8,High,0.88
541,2026-06-22 00:00:00,Finance,Wi-Fi Issue,Portal,Bhopal,High,In Progress,Agent_04,1,8,0,4,Hardware,High,30,78.2,Critical,0.91
542,2026-01-08 00:00:00,Sales,Network Connectivity,Portal,Mumbai,Low,Resolved,Agent_05,14.8,48,0,5,Security Policy,Low,6,27.4,Low,0.93
543,2026-02-12 00:00:00,Operations,Security Alert,Teams,Gurugram,Medium,Resolved,Agent_12,6.8,24,0,4,User Error,High,11,66.7,High,0.78
544,2025-12-24 00:00:00,Finance,VPN Access,Phone,Pune,Critical,Resolved,Agent_04,4.3,4,1,4,Unknown,Low,113,89.8,Critical,0.99
545,2025-10-07 00:00:00,IT Support,Application Error,Phone,Indore,Medium,Resolved,Agent_02,7.6,24,0,3,Network Congestion,High,21,57.7,High,0.69
546,2025-08-05 00:00:00,Network Operations,Security Alert,Phone,Gurugram,High,In Progress,Agent_08,1,8,0,2,Security Policy,Medium,34,95.2,Critical,0.99
547,2025-10-04 00:00:00,Engineering,Cloud Access,Portal,Delhi,Medium,Closed,Agent_08,4.3,24,0,4,Configuration,High,11,57.1,High,0.79
548,2025-11-29 00:00:00,Network Operations,Hardware Failure,Phone,Bhopal,Medium,Resolved,Agent_12,1,24,0,3,Software Bug,High,14,60,High,0.73
